asset_tag_id,description,purchased_from,purchase_date,brand,cost,model,serial_no,date_created,created_by,device_type,os,risk_category
14339,T470,,2004-04-18,LENOVO,"$1,739.70",T470,1S20HD005GUSPF0YQ3F9,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14333,ACER PC LAPTOP CB 15 N3060,,2018-04-10,ACER,$238.98,CB 15 N3060,NXGHJAA0048110F3C77600,2024-09-28 17:39,Bryan Shepard,laptop,unknown,High Risk
14335,ACER PC LAPTOP CB 15 N3060,,2018-04-10,ACER,$238.98,CB 15 N3060,NXGHJAA0048110F3FB7600,2024-09-28 17:39,Bryan Shepard,laptop,unknown,High Risk
14336,ACER PC LAPTOP CB 15 N3060,,2018-04-10,ACER,$238.98,CB 15 N3060,NXGHJAA0048110F42C7600,2024-09-28 17:39,Bryan Shepard,laptop,unknown,High Risk
14342,HYTERA TWO-WAY RADIO TC-508U,,2018-04-13,Hytera,$199.95,TC-508U,17818A2010,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14343,HYTERA TWO-WAY RADIO TC-508U,,2018-04-13,Hytera,$199.95,TC-508U,17818A2141,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14344,HYTERA TWO-WAY RADIO TC-508U,,2018-04-13,Hytera,$199.95,TC-508U,17818A2142,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14386,HYTERA TWO-WAY RADIO TC-508U,,2018-04-13,Hytera,$199.95,TC-508U,17818A2145,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14387,HYTERA TWO-WAY RADIO TC-508U,,2018-04-13,Hytera,$199.95,TC-508U,17818A2146,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14393,PRODOCK,,2025-05-18,LENOVO,$217.36,PRODOCK,1S40A20170USM3A0PMY7,2024-09-28 17:39,Bryan Shepard,docking_station,unknown,Medium Risk
14394,T570,,2025-05-18,LENOVO,"$1,486.19",T570,1S20JW0006USR90N6D7D,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14392,T470,,2025-05-18,LENOVO,"$1,739.70",T470,1S20HD005GUSPF12VJUZ,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
10-186011,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503146H,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14469,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404184K,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
9-185011,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502440T,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14532,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503198E,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14567,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503250T,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14399,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503871K,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
9-185009,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404199A,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
10-186020,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502431V,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
10-186021,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503205N,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14456,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404170E,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14553,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503229E,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14482,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404197K,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
10-186012,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503231P,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14398,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503869P,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14540,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503216E,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
8-184017,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404186A,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
9-185013,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404181D,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
17740,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503233A,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14591,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502458D,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14729,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503245M,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14577,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502437J,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14489,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404204A,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
9-185010,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503222Y,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
9-185012,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502461R,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
10-186013,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503227F,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14583,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502443X,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14562,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503239K,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14542,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503218N,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14465,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404180M,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14592,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502460Z,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14534,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503208V,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14587,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502449A,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
8-184020,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK502444V,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14559,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK505466J,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
10-186014,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404193M,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14565,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503242D,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14476,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404191R,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14454,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404078V,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14490,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK404205W,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
17746,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503240X,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
10-186015,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503213K,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
10-186016,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503221J,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
8-184021,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503210H,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
8-184022,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503225R,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
10-186018,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503237Z,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
8-184023,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503212R,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14568,M607N,,2018-09-18,HP,$575.00,M607N,CNBCL7D0SS,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14541,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503232M,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14547,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503223H,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14558,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503235Y,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
9-185016,"SAMSUNG MONITOR 24"" SE 450",,2018-06-06,Samsung,$160.00,SE 450,0513HCLK503217T,2024-09-28 17:39,Bryan Shepard,monitor,unknown,Medium Risk
14411,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503896R,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14594,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502462K,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14581,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502441N,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14605,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK505449T,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14570,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502425Y,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14604,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK505445K,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14576,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502436A,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14585,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502446W,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14607,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK505467Y,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14059,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503238R,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14548,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503224Z,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14459,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK404173A,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14487,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK404202K,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14590,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502456X,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14550,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503226K,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14598,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK502472H,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14034,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK503876N,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14035,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK503877L,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14041,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404174W,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14047,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK502478E,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14048,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404201E,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14049,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404200L,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14051,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404178Z,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14052,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404107J,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14057,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK503236H,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14060,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404211M,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14068,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK503868W,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14050,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404188X,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14046,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404198H,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14406,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503887E,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14569,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502423A,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14586,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502447P,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14573,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502432D,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14065,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404172H,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14043,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404190B,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14410,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503895Z,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14400,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503875T,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14396,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503858A,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14589,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502454N,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14597,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502471Y,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14403,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503883R,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14415,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503910J,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14042,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404203H,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14579,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502439H,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14045,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK503027X,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14481,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK404196E,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14571,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502430X,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14413,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503905E,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14414,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503908L,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14038,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404185H,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14036,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404187W,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14055,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404179J,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14599,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502474R,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14601,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502481M,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14588,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502452E,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14412,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503899B,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14596,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502468L,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14408,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503893Y,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14039,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404195L,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14040,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK502435M,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14554,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503230W,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14491,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK404206X,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14582,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502442L,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14061,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK404209Z,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14062,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK404192Y,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14407,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503892J,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14543,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503219L,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14602,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK502943P,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14044,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404177F,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14595,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK502463F,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14538,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503214F,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14566,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503246A,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14404,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503885F,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14457,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK404171K,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14405,SE 450,,2006-06-18,SAMSUNG,$160.00,SE 450,0513HCLK503886B,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14053,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404189T,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14058,SE 450,,2018-06-06,SAMSUNG,$160.00,SE 450,0513HCLK404194D,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14501,HEWLETT PACKARD PC PRO DESK G3 SFF,,2018-06-06,HP,$600.00,PRO DESK G3 SFF,2UA8141CD1,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
81840010,HP PC PRO DESK G3 SFF,,2018-06-06,HP,$600.00,PRO DESK G3 SFF,2UA8141CCZ,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14524,HP PC PRO DESK G3 SFF,,2018-06-06,HP,$600.00,PRO DESK G3 SFF,2UA8141NC8,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14023,PRO DESK G3 SFF,,2018-06-06,HEWLETT PACKARD,$600.00,PRO DESK G3 SFF,2UA8141NCW,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14024,PRO DESK G3 SFF,,2018-06-06,HEWLETT PACKARD,$600.00,PRO DESK G3 SFF,2UA8141NCR,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14016,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81905DQ,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14444,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908G2,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14450,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908FG,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14435,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908BB,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14447,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG819089K,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14437,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908CR,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14001,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81905BM,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14008,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81905BF,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14011,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908DQ,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14013,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG819089J,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14445,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908G3,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14004,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81905BK,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14010,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908FH,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14014,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81905C9,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14436,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908BW,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14005,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908FZ,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14000,SB 600 G3 MINI,,2018-06-06,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81908FJ,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
14429,SB 600 G3 MINI,,2006-06-18,HEWLETT PACKARD,$722.09,SB 600 G3 MINI,8CG81905C8,2024-09-28 17:39,Bryan Shepard,other,unknown,Medium Risk
